id,household_id,name,category,is_healthy,description,prep_time,cook_time,servings,difficulty,meat_type,cuisine_category,ingredients,instructions,nutrition,tags
"r057","clara-pascal","Rinderrouladen mediterran","Abendessen","true","Rinderrouladen mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","26","21","2","einfach","rind","ofen","[{""name"":""Rinderhackfleisch"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Zwiebel"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Gurken"",""amount"":2,""unit"":""Stück"",""category"":""sonstiges""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":286,""protein"":26,""carbs"":56,""fat"":8,""fiber"":2}","[""ofen"",""rind"",""mediterran""]"
"r058","clara-pascal","Ofen-Gemüse mit Hähnchen mediterran","Abendessen","true","Ofen-Gemüse mit Hähnchen mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","27","22","2","einfach","haehnchen","ofen","[{""name"":""Hähnchenbrust"",""amount"":350,""unit"":""g"",""category"":""fleisch""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Zucchini"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":287,""protein"":27,""carbs"":57,""fat"":9,""fiber"":3}","[""ofen"",""haehnchen"",""mediterran""]"
"r059","clara-pascal","Kartoffel-Hähnchen-Blech mediterran","Abendessen","true","Kartoffel-Hähnchen-Blech mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","28","23","2","einfach","haehnchen","ofen","[{""name"":""Hähnchenbrust"",""amount"":400,""unit"":""g"",""category"":""fleisch""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":288,""protein"":28,""carbs"":58,""fat"":10,""fiber"":4}","[""ofen"",""haehnchen"",""mediterran""]"
"r060","clara-pascal","Schweinefilet im Speckmantel mediterran","Abendessen","true","Schweinefilet im Speckmantel mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","29","24","2","einfach","schwein","ofen","[{""name"":""Schweinefleisch"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":289,""protein"":29,""carbs"":59,""fat"":11,""fiber"":5}","[""ofen"",""schwein"",""mediterran""]"
"r061","clara-pascal","Tomaten-Mozzarella-Salat mediterran","Abendessen","true","Tomaten-Mozzarella-Salat mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","10","0","2","einfach","keins","salat","[{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Mozzarella"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Basilikum"",""amount"":2,""unit"":""Stück"",""category"":""gewuerze""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":290,""protein"":30,""carbs"":20,""fat"":12,""fiber"":6}","[""salat"",""vegetarisch"",""mediterran""]"
"r062","clara-pascal","Griechischer Salat mediterran","Abendessen","true","Griechischer Salat mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","11","0","2","einfach","keins","salat","[{""name"":""Gurke"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Oliven"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":291,""protein"":31,""carbs"":21,""fat"":13,""fiber"":7}","[""salat"",""vegetarisch"",""mediterran""]"
"r063","clara-pascal","Caesar Salad mit Hähnchen mediterran","Abendessen","true","Caesar Salad mit Hähnchen mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","12","0","2","einfach","haehnchen","salat","[{""name"":""Hähnchenbrust"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Salat"",""amount"":150,""unit"":""g"",""category"":""gemuese""},{""name"":""Parmesan"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Croutons"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":292,""protein"":32,""carbs"":22,""fat"":14,""fiber"":2}","[""salat"",""haehnchen"",""mediterran""]"
"r064","clara-pascal","Rindfleischsalat mediterran","Abendessen","true","Rindfleischsalat mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","13","0","2","einfach","rind","salat","[{""name"":""Rinderhackfleisch"",""amount"":350,""unit"":""g"",""category"":""fleisch""},{""name"":""Salat"",""amount"":150,""unit"":""g"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Gurke"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":293,""protein"":33,""carbs"":23,""fat"":15,""fiber"":3}","[""salat"",""rind"",""mediterran""]"
"r065","clara-pascal","Paprika-Tomaten-Salat mediterran","Abendessen","true","Paprika-Tomaten-Salat mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","14","0","2","einfach","keins","salat","[{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Zwiebel"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":294,""protein"":34,""carbs"":24,""fat"":16,""fiber"":4}","[""salat"",""vegetarisch"",""mediterran""]"
"r066","clara-pascal","Hähnchen-Avocado-Salat mediterran","Abendessen","true","Hähnchen-Avocado-Salat mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","15","0","2","einfach","haehnchen","salat","[{""name"":""Hähnchenbrust"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Avocado"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Salat"",""amount"":150,""unit"":""g"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":295,""protein"":35,""carbs"":25,""fat"":17,""fiber"":5}","[""salat"",""haehnchen"",""mediterran""]"
"r067","clara-pascal","Kartoffelsalat klassisch mediterran","Abendessen","true","Kartoffelsalat klassisch mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","16","0","2","einfach","keins","salat","[{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Gurke"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Zwiebel"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":296,""protein"":36,""carbs"":26,""fat"":18,""fiber"":6}","[""salat"",""vegetarisch"",""mediterran""]"
"r068","clara-pascal","Wurstsalat mediterran","Abendessen","true","Wurstsalat mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","17","0","2","einfach","schwein","salat","[{""name"":""Schweinefleisch"",""amount"":400,""unit"":""g"",""category"":""fleisch""},{""name"":""Gurke"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Zwiebel"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":297,""protein"":37,""carbs"":27,""fat"":19,""fiber"":7}","[""salat"",""schwein"",""mediterran""]"
"r069","clara-pascal","Salat mit Rinderstreifen mediterran","Abendessen","true","Salat mit Rinderstreifen mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","18","0","2","einfach","rind","salat","[{""name"":""Rinderhackfleisch"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Salat"",""amount"":150,""unit"":""g"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":298,""protein"":38,""carbs"":28,""fat"":20,""fiber"":2}","[""salat"",""rind"",""mediterran""]"
"r070","clara-pascal","Sommersalat mit Obst mediterran","Abendessen","true","Sommersalat mit Obst mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","19","0","2","einfach","keins","salat","[{""name"":""Salat"",""amount"":150,""unit"":""g"",""category"":""gemuese""},{""name"":""Apfel"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Trauben"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":299,""protein"":39,""carbs"":29,""fat"":21,""fiber"":3}","[""salat"",""vegetarisch"",""mediterran""]"
"r071","clara-pascal","Tomatensuppe cremig mediterran","Abendessen","true","Tomatensuppe cremig mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","20","35","2","einfach","keins","suppe","[{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Sahne"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Basilikum"",""amount"":2,""unit"":""Stück"",""category"":""gewuerze""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":300,""protein"":15,""carbs"":30,""fat"":22,""fiber"":4}","[""suppe"",""vegetarisch"",""mediterran""]"
"r072","clara-pascal","Hähnchensuppe mit Nudeln mediterran","Abendessen","true","Hähnchensuppe mit Nudeln mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","21","36","2","einfach","haehnchen","suppe","[{""name"":""Hähnchenbrust"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Karotten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Sellerie"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Nudeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":301,""protein"":16,""carbs"":31,""fat"":23,""fiber"":5}","[""suppe"",""haehnchen"",""mediterran""]"
"r073","clara-pascal","Kartoffelsuppe mediterran","Abendessen","true","Kartoffelsuppe mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","22","37","2","einfach","keins","suppe","[{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Zwiebel"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Sahne"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":302,""protein"":17,""carbs"":32,""fat"":24,""fiber"":6}","[""suppe"",""vegetarisch"",""mediterran""]"
"r074","clara-pascal","Rinderkraftbrühe mit Einlage mediterran","Abendessen","true","Rinderkraftbrühe mit Einlage mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","23","38","2","einfach","rind","suppe","[{""name"":""Rinderhackfleisch"",""amount"":400,""unit"":""g"",""category"":""fleisch""},{""name"":""Karotten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Sellerie"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Nudeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":303,""protein"":18,""carbs"":33,""fat"":25,""fiber"":7}","[""suppe"",""rind"",""mediterran""]"
"r075","clara-pascal","Gulaschsuppe mediterran","Abendessen","true","Gulaschsuppe mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","24","39","2","einfach","rind","suppe","[{""name"":""Rinderhackfleisch"",""amount"":300,""unit"":""g"",""category"":""fleisch""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":304,""protein"":19,""carbs"":34,""fat"":8,""fiber"":2}","[""suppe"",""rind"",""mediterran""]"
"r076","clara-pascal","Gemüsesuppe mediterran mediterran","Abendessen","true","Gemüsesuppe mediterran mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","25","40","2","einfach","keins","suppe","[{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Zucchini"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":305,""protein"":20,""carbs"":35,""fat"":9,""fiber"":3}","[""suppe"",""vegetarisch"",""mediterran""]"
"r077","clara-pascal","Hähnchen-Kartoffel-Suppe mediterran","Abendessen","true","Hähnchen-Kartoffel-Suppe mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","26","41","2","mittel","haehnchen","suppe","[{""name"":""Hähnchenbrust"",""amount"":400,""unit"":""g"",""category"":""fleisch""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Karotten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":306,""protein"":21,""carbs"":36,""fat"":10,""fiber"":4}","[""suppe"",""haehnchen"",""mediterran""]"
"r078","clara-pascal","Linsensuppe (ohne Erbsen) mediterran","Abendessen","true","Linsensuppe (ohne Erbsen) mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","27","42","2","mittel","keins","suppe","[{""name"":""Linsen"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Karotten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":307,""protein"":22,""carbs"":37,""fat"":11,""fiber"":5}","[""suppe"",""vegetarisch"",""mediterran""]"
"r079","clara-pascal","Schweinefleisch-Suppe mediterran","Abendessen","true","Schweinefleisch-Suppe mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","28","43","2","mittel","schwein","suppe","[{""name"":""Schweinefleisch"",""amount"":350,""unit"":""g"",""category"":""fleisch""},{""name"":""Kartoffeln"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Karotten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Fleisch würzen und in der Pfanne/Ofen garen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":308,""protein"":23,""carbs"":38,""fat"":12,""fiber"":6}","[""suppe"",""schwein"",""mediterran""]"
"r080","clara-pascal","Paprika-Tomaten-Suppe mediterran","Abendessen","true","Paprika-Tomaten-Suppe mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","29","44","2","mittel","keins","suppe","[{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":309,""protein"":24,""carbs"":39,""fat"":13,""fiber"":7}","[""suppe"",""vegetarisch"",""mediterran""]"
"r081","clara-pascal","Rührei mit Paprika mediterran","Frühstück","true","Rührei mit Paprika mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","10","15","2","einfach","keins","fruehstueck","[{""name"":""Eier"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Paprika"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Tomaten"",""amount"":2,""unit"":""Stück"",""category"":""gemuese""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":310,""protein"":25,""carbs"":40,""fat"":14,""fiber"":2}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r082","clara-pascal","Haferflocken mit Apfel mediterran","Frühstück","true","Haferflocken mit Apfel mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","11","16","2","einfach","keins","fruehstueck","[{""name"":""Haferflocken"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Apfel"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Zimt"",""amount"":2,""unit"":""Stück"",""category"":""gewuerze""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":311,""protein"":26,""carbs"":41,""fat"":15,""fiber"":3}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r083","clara-pascal","French Toast mediterran","Frühstück","true","French Toast mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","12","17","2","einfach","keins","fruehstueck","[{""name"":""Brot"",""amount"":2,""unit"":""Stück"",""category"":""getreide""},{""name"":""Eier"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Zimt"",""amount"":2,""unit"":""Stück"",""category"":""gewuerze""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":312,""protein"":27,""carbs"":42,""fat"":16,""fiber"":4}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
"r084","clara-pascal","Joghurt mit Beeren mediterran","Frühstück","true","Joghurt mit Beeren mediterran – ein gesundes, hausgemachtes Gericht für zwei Personen.","13","18","2","einfach","keins","fruehstueck","[{""name"":""Joghurt"",""amount"":2,""unit"":""Stück"",""category"":""milchprodukte""},{""name"":""Himbeeren"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Blaubeeren"",""amount"":2,""unit"":""Stück"",""category"":""obst""},{""name"":""Olivenöl"",""amount"":2,""unit"":""EL"",""category"":""sonstiges""},{""name"":""Salz & Pfeffer"",""amount"":1,""unit"":""Prise"",""category"":""gewuerze""}]","[""Alle Zutaten vorbereiten und schneiden."",""Gemüse vorbereiten und würzen."",""Weitere Zutaten hinzufügen und nach Rezeptart zubereiten."",""Anrichten und sofort servieren.""]","{""calories"":313,""protein"":28,""carbs"":43,""fat"":17,""fiber"":5}","[""fruehstueck"",""vegetarisch"",""mediterran""]"
